Date,Innsbruck-Reichenau,Krössbach,Puig,Obernberg am Brenner,Trins,Matrei am Brenner,Schönberg im Stubaital,Telfes im Stubai,Innerschmirn-Obern,Dresdner Hütte,Neustift i. St.-Volderau
1996-01-01,7.59,0.617,3.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-01-02,7.3,0.584,3.19,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0
1996-01-03,7.2,0.598,3.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-01-04,7.04,0.552,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-01-05,6.71,0.497,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-01-06,7.07,0.541,3.02,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-01-07,7.27,0.602,3.07,2.6,3.1,3.5,1.1,3.6,5.1,3.5,3.1
1996-01-08,8.04,0.609,3.16,1.1,2.4,2.7,4.4,1.0,2.0,0.0,1.0
1996-01-09,8.0,0.584,3.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-01-10,8.02,0.587,3.1,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-01-11,8.42,0.607,3.42,4.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0
1996-01-12,8.6,0.614,3.48,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-01-13,8.34,0.604,3.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-01-14,8.08,0.578,3.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-01-15,7.71,0.505,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-01-16,7.52,0.441,3.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-01-17,7.18,0.398,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-01-18,7.3,0.445,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-01-19,7.33,0.444,2.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-01-20,7.0,0.399,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-01-21,6.93,0.394,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-01-22,6.81,0.39,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-01-23,7.3,0.426,2.72,1.3,0.0,0.0,0.0,0.0,0.3,0.0,0.0
1996-01-24,7.34,0.492,2.71,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-01-25,7.15,0.478,2.69,1.1,0.4,0.0,0.0,0.0,0.4,0.0,0.0
1996-01-26,7.09,0.469,2.7,8.8,5.4,2.7,1.0,1.0,3.5,0.8,2.0
1996-01-27,7.26,0.488,2.75,6.4,6.2,5.5,4.4,5.0,5.0,15.0,8.9
1996-01-28,7.22,0.455,2.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-01-29,6.98,0.424,2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-01-30,6.94,0.411,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-01-31,6.22,0.354,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-02-01,6.81,0.416,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-02-02,7.06,0.444,2.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-02-03,6.95,0.458,2.93,0.8,0.6,0.2,0.5,0.3,0.1,1.0,1.4
1996-02-04,6.89,0.446,2.93,0.3,0.3,1.4,1.0,1.3,0.2,2.0,3.0
1996-02-05,6.68,0.43,2.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-02-06,5.94,0.339,2.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-02-07,6.32,0.357,2.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-02-08,6.43,0.379,2.81,0.0,0.1,0.0,0.5,0.5,1.4,5.4,0.0
1996-02-09,6.45,0.39,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-02-10,6.41,0.386,2.72,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
1996-02-11,6.52,0.403,2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-02-12,6.38,0.394,2.69,2.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0
1996-02-13,6.42,0.397,2.67,0.7,1.2,1.0,0.6,0.9,0.4,5.0,1.5
1996-02-14,6.33,0.395,2.68,0.5,0.1,0.0,0.0,0.0,0.3,3.1,0.5
1996-02-15,6.29,0.392,2.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-02-16,6.21,0.396,2.63,2.9,1.1,0.9,0.8,1.1,4.0,4.4,1.0
1996-02-17,6.35,0.398,2.68,1.2,1.5,1.8,1.0,0.5,6.8,5.3,2.0
1996-02-18,6.32,0.369,2.66,1.8,0.3,1.4,2.0,2.2,2.0,1.8,3.0
1996-02-19,6.31,0.363,2.69,5.6,4.7,4.2,4.4,5.4,3.1,10.1,3.8
1996-02-20,6.29,0.369,2.68,1.8,0.6,0.3,0.0,0.0,0.5,3.9,3.2
1996-02-21,6.2,0.365,2.66,0.0,0.1,0.3,0.4,0.2,0.1,2.0,1.6
1996-02-22,6.15,0.37,2.65,0.2,0.3,0.5,0.8,1.9,0.0,0.9,1.9
1996-02-23,5.99,0.354,2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-02-24,5.68,0.323,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-02-25,6.15,0.357,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-02-26,6.2,0.369,2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-02-27,6.13,0.37,2.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-02-28,6.11,0.366,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-02-29,6.17,0.364,2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-03-01,6.18,0.359,2.61,2.1,3.2,2.9,2.6,2.6,1.5,1.9,1.6
1996-03-02,5.92,0.349,2.56,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0
1996-03-03,5.95,0.339,2.53,0.0,0.0,0.0,0.0,0.0,1.2,2.0,0.0
1996-03-04,6.03,0.332,2.52,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0
1996-03-05,5.42,0.329,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-03-06,5.73,0.342,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-03-07,5.82,0.346,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-03-08,5.85,0.343,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-03-09,5.85,0.341,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-03-10,5.84,0.338,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-03-11,5.76,0.338,2.48,1.6,1.6,1.8,3.1,4.2,3.6,4.4,3.3
1996-03-12,5.96,0.366,2.5,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0
1996-03-13,5.48,0.363,2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-03-14,5.85,0.38,2.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-03-15,6.07,0.394,2.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-03-16,6.33,0.39,2.64,2.6,1.8,1.0,0.0,0.1,2.5,5.3,1.0
1996-03-17,6.54,0.387,2.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-03-18,6.34,0.383,2.73,1.3,0.4,0.4,0.0,1.0,1.0,5.4,2.5
1996-03-19,6.48,0.425,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-03-20,6.31,0.42,2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-03-21,6.56,0.459,2.84,3.4,2.7,4.7,3.4,2.6,3.2,4.7,3.5
1996-03-22,6.99,0.484,2.97,17.3,10.8,10.0,11.1,14.5,13.0,13.9,12.5
1996-03-23,8.03,0.461,3.21,1.4,5.5,7.0,6.7,4.9,10.6,3.8,5.0
1996-03-24,7.32,0.553,3.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-03-25,8.38,0.774,3.49,2.0,3.6,2.6,3.2,2.0,3.1,3.0,5.7
1996-03-26,10.0,1.12,4.21,1.7,3.7,3.2,3.6,4.8,2.0,4.2,2.9
1996-03-27,10.2,1.04,3.97,1.1,1.5,2.0,2.5,1.9,1.0,6.0,2.3
1996-03-28,7.97,0.725,3.36,0.3,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1996-03-29,7.53,0.682,3.21,1.4,0.3,0.5,0.3,0.7,0.5,3.0,5.0
1996-03-30,7.15,0.655,3.13,0.7,0.9,1.0,0.9,0.7,0.6,3.0,2.5
1996-03-31,7.11,0.606,3.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-04-01,6.74,0.577,2.98,3.0,2.0,2.0,1.2,0.7,3.0,10.5,2.4
1996-04-02,7.04,0.552,3.01,0.6,0.5,0.7,3.6,3.6,1.2,6.0,4.5
1996-04-03,6.66,0.526,2.92,1.9,0.3,0.5,0.0,0.1,0.3,4.1,1.0
1996-04-04,6.17,0.513,2.96,0.0,0.0,0.0,0.0,0.2,0.1,1.0,0.0
1996-04-05,6.25,0.517,2.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-04-06,6.48,0.565,3.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-04-07,6.77,0.617,3.07,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0
1996-04-08,7.05,0.663,3.14,4.5,6.5,6.2,5.6,4.2,3.3,4.7,5.6
1996-04-09,7.65,0.679,3.5,0.0,0.3,0.0,0.0,0.0,1.8,0.0,0.0
1996-04-10,7.28,0.674,3.41,1.6,2.3,2.0,1.1,1.5,2.1,1.7,1.2
1996-04-11,7.56,0.735,3.54,1.9,3.5,2.6,2.5,4.2,0.8,14.2,1.2
1996-04-12,8.19,0.779,3.57,3.7,3.6,4.4,4.9,6.1,5.5,2.4,8.0
1996-04-13,8.68,0.804,3.69,3.0,3.0,2.5,4.2,4.2,0.0,6.8,8.5
1996-04-14,7.77,0.7,3.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-04-15,7.72,0.693,3.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-04-16,7.47,0.705,3.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-04-17,7.45,0.738,3.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-04-18,7.87,0.803,3.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-04-19,8.45,1.03,3.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-04-20,9.75,1.49,4.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-04-21,11.4,1.92,4.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-04-22,12.7,2.33,5.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-04-23,14.4,3.01,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-04-24,15.7,3.25,6.04,2.9,5.1,4.5,3.5,3.3,1.6,6.7,3.5
1996-04-25,13.7,2.45,5.79,8.3,7.0,6.7,6.6,6.0,6.0,4.7,6.4
1996-04-26,13.1,2.1,5.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-04-27,12.5,2.25,5.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-04-28,13.5,2.59,6.06,0.0,0.0,1.0,1.5,1.5,0.0,0.0,1.6
1996-04-29,14.7,2.95,6.48,0.7,0.5,0.0,0.0,0.2,0.3,0.0,0.0
1996-04-30,16.3,3.62,7.22,1.8,2.4,1.6,1.0,6.0,2.2,5.3,5.5
1996-05-01,18.3,3.9,7.93,2.5,1.5,0.0,0.0,0.0,0.8,1.0,2.0
1996-05-02,17.5,3.52,7.9,14.4,6.6,4.3,2.5,0.8,4.8,5.9,1.9
1996-05-03,17.0,2.86,8.04,5.9,4.7,2.4,0.0,1.1,5.0,4.9,3.5
1996-05-04,14.6,2.21,7.24,1.1,1.0,0.0,3.4,1.0,1.9,0.0,0.0
1996-05-05,13.9,2.13,7.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-05-06,13.9,2.43,6.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-05-07,15.4,3.18,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-05-08,17.6,3.71,7.89,14.0,16.1,14.1,24.2,27.7,10.3,18.2,17.2
1996-05-09,22.3,4.25,9.32,15.5,4.5,2.2,4.4,3.3,3.0,10.0,8.9
1996-05-10,19.7,3.74,8.79,1.2,0.0,0.1,0.3,0.4,1.2,0.3,0.5
1996-05-11,19.3,3.69,8.87,0.0,0.5,0.2,0.0,0.0,0.0,2.0,1.2
1996-05-12,20.2,3.94,9.18,6.7,11.4,9.2,10.2,11.0,10.7,26.5,13.5
1996-05-13,22.5,4.19,9.82,1.9,5.4,6.0,5.9,8.6,7.6,9.5,6.5
1996-05-14,21.1,3.77,9.47,1.5,1.3,1.4,1.9,1.0,1.8,1.7,2.0
1996-05-15,22.8,4.71,10.1,4.2,1.6,4.8,34.7,16.5,6.0,2.8,8.5
1996-05-16,33.3,7.99,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-05-17,34.4,7.39,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-05-18,34.9,7.6,15.5,19.3,23.3,6.1,3.3,1.5,1.4,0.0,0.0
1996-05-19,52.4,10.1,26.5,34.3,28.4,23.0,7.8,6.6,16.5,15.3,8.0
1996-05-20,54.0,7.97,25.0,24.9,20.3,16.1,10.4,11.7,13.0,23.5,14.0
1996-05-21,39.7,5.55,18.3,7.5,18.2,23.2,16.3,17.9,7.0,12.5,17.5
1996-05-22,38.3,5.12,16.9,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
1996-05-23,32.5,4.48,15.3,0.0,0.0,0.0,0.6,1.7,0.8,0.0,0.0
1996-05-24,30.7,4.68,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-05-25,34.7,6.38,16.5,9.5,9.2,7.6,4.8,6.3,17.7,7.5,7.2
1996-05-26,44.7,8.65,20.6,21.3,0.7,0.2,0.4,0.3,0.9,0.6,0.8
1996-05-27,44.0,7.64,20.3,17.1,29.6,12.0,13.7,21.3,26.0,22.0,15.3
1996-05-28,40.5,6.27,18.7,0.0,0.2,1.3,0.0,0.6,4.0,0.2,0.0
1996-05-29,33.8,5.01,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-05-30,31.7,5.5,15.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-05-31,37.5,8.18,17.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-06-01,46.0,11.5,20.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-06-02,48.3,11.8,21.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-06-03,45.1,10.1,19.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-06-04,42.0,9.38,17.6,0.5,0.0,1.2,0.0,0.0,0.0,0.4,0.0
1996-06-05,44.5,12.1,19.4,9.5,2.2,1.0,0.0,0.0,2.7,1.5,1.0
1996-06-06,49.9,14.3,19.9,25.5,1.3,6.0,0.0,1.4,0.5,0.0,14.0
1996-06-07,51.7,15.3,20.5,0.0,0.0,0.1,7.1,0.8,0.0,0.0,0.0
1996-06-08,47.8,13.3,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-06-09,44.0,11.9,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-06-10,43.1,11.8,17.4,0.0,0.0,0.0,8.6,11.3,3.0,0.0,10.5
1996-06-11,42.2,12.2,16.7,0.7,6.6,13.5,1.4,4.1,16.0,10.2,8.7
1996-06-12,45.7,14.2,16.8,5.5,2.7,9.6,5.7,6.8,5.6,4.7,2.7
1996-06-13,42.7,13.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-06-14,37.9,11.4,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-06-15,34.0,9.96,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-06-16,31.0,8.24,12.3,0.0,0.0,0.0,0.4,0.9,0.0,0.0,0.5
1996-06-17,26.9,6.94,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-06-18,27.2,7.57,11.2,1.5,0.4,0.0,0.9,0.2,0.3,3.1,0.0
1996-06-19,27.5,7.52,11.0,0.0,0.0,0.0,0.3,0.6,0.0,0.0,0.3
1996-06-20,25.7,7.37,11.0,4.2,3.6,2.8,0.7,0.9,9.0,4.0,2.5
1996-06-21,29.6,8.88,12.4,19.7,16.5,15.1,14.9,14.3,17.2,41.2,19.0
1996-06-22,48.4,13.7,21.1,28.8,31.4,28.5,22.1,25.2,37.3,38.9,26.0
1996-06-23,34.1,7.19,14.7,1.6,0.7,2.5,1.9,1.7,3.0,8.2,2.2
1996-06-24,27.7,5.94,12.2,0.9,0.0,0.0,0.9,0.6,1.2,2.1,4.0
1996-06-25,26.4,5.65,11.4,0.6,1.0,0.9,3.6,3.3,5.4,10.3,6.0
1996-06-26,26.1,5.56,11.2,1.2,1.1,1.1,1.4,0.8,1.6,5.6,3.5
1996-06-27,24.8,5.04,10.8,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
1996-06-28,23.6,5.26,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-06-29,26.3,6.99,11.0,9.6,6.3,8.9,7.5,14.5,7.8,6.6,6.0
1996-06-30,31.8,8.62,12.6,6.6,4.0,3.8,3.7,3.3,6.0,4.3,4.4
1996-07-01,31.1,8.32,12.8,4.1,4.4,3.1,2.3,2.5,7.5,4.7,4.0
1996-07-02,31.9,7.89,13.7,13.8,24.3,18.5,14.4,14.0,17.5,20.3,15.0
1996-07-03,35.2,7.61,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-07-04,30.4,7.63,12.8,0.0,0.0,0.0,1.3,1.7,0.0,0.5,1.0
1996-07-05,32.4,9.42,12.8,27.3,17.6,18.0,5.4,5.8,15.5,8.3,8.0
1996-07-06,46.1,13.1,22.8,18.6,13.6,12.1,9.1,4.4,10.8,8.8,4.0
1996-07-07,45.3,11.3,24.1,39.1,19.2,14.7,9.9,7.4,15.0,16.4,11.1
1996-07-08,90.1,23.3,41.3,11.4,14.8,19.0,17.5,19.4,16.6,13.4,8.2
1996-07-09,53.9,11.2,26.3,1.6,1.2,0.5,1.9,1.5,5.2,5.0,1.0
1996-07-10,44.9,8.79,22.5,11.2,14.1,12.5,14.9,15.2,23.6,12.2,6.5
1996-07-11,44.0,8.18,20.9,1.1,0.5,0.2,0.2,0.0,1.1,0.0,0.0
1996-07-12,41.0,7.48,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-07-13,38.6,7.71,17.9,0.8,0.3,0.0,0.0,0.0,0.0,0.0,0.0
1996-07-14,39.5,9.27,17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-07-15,39.6,10.5,17.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-07-16,40.0,11.5,16.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-07-17,37.1,9.97,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-07-18,34.7,9.13,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-07-19,32.7,8.44,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-07-20,30.7,7.95,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-07-21,29.9,7.81,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-07-22,28.7,7.95,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-07-23,28.8,8.57,12.2,4.7,4.7,4.2,3.0,4.1,7.6,10.8,5.0
1996-07-24,35.0,13.8,13.3,4.1,4.2,4.1,5.3,4.7,5.3,16.3,4.0
1996-07-25,34.4,11.2,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-07-26,28.6,9.03,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-07-27,29.2,10.1,11.8,0.9,6.9,10.7,0.2,0.5,6.1,6.0,1.1
1996-07-28,34.7,13.5,13.0,14.7,13.6,14.0,16.4,14.1,7.5,18.8,11.0
1996-07-29,39.8,14.3,13.5,12.4,15.7,6.3,2.6,1.2,30.2,1.8,1.0
1996-07-30,33.0,10.6,13.9,0.4,0.0,0.2,0.6,0.0,1.4,1.2,0.2
1996-07-31,28.7,10.1,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-08-01,28.4,10.8,11.3,1.4,3.5,11.7,9.1,15.9,10.0,12.3,8.0
1996-08-02,37.8,15.6,14.3,30.2,24.0,24.9,17.8,20.0,31.4,15.2,11.0
1996-08-03,44.5,17.0,17.5,6.1,7.9,9.7,12.5,12.5,12.4,21.2,14.2
1996-08-04,39.2,12.9,15.2,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0
1996-08-05,30.8,9.84,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-08-06,29.3,8.82,12.1,0.5,1.3,0.7,0.3,0.0,1.2,0.8,5.3
1996-08-07,28.8,8.8,11.7,3.9,6.1,9.8,9.9,14.5,13.0,11.0,5.0
1996-08-08,33.2,11.4,12.6,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0
1996-08-09,30.4,10.4,11.4,4.2,2.4,0.0,0.0,0.1,0.5,3.0,5.1
1996-08-10,32.5,12.1,11.8,5.9,2.2,1.3,1.5,0.2,1.0,1.1,1.0
1996-08-11,34.2,12.6,13.2,20.6,16.7,12.4,11.2,11.8,13.0,21.3,15.0
1996-08-12,55.1,16.2,24.8,20.4,21.8,21.5,27.8,24.6,16.5,12.8,11.0
1996-08-13,41.2,9.96,18.9,7.7,4.5,6.9,3.8,3.5,7.3,13.4,0.0
1996-08-14,34.0,8.01,15.8,2.6,1.0,0.2,0.2,0.3,0.6,2.4,5.0
1996-08-15,32.9,8.22,15.2,1.5,0.7,1.4,2.3,1.1,3.8,3.1,4.5
1996-08-16,32.3,7.69,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-08-17,30.2,7.75,13.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-08-18,29.4,7.81,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-08-19,28.5,7.86,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-08-20,28.2,7.39,11.4,0.7,0.5,0.0,0.0,0.0,0.2,3.6,1.2
1996-08-21,27.7,7.13,11.2,0.0,0.0,0.0,0.4,4.2,0.0,0.9,0.5
1996-08-22,27.7,7.25,11.2,4.7,3.0,3.7,9.2,5.9,6.8,0.3,1.8
1996-08-23,28.7,8.29,11.3,5.4,0.5,0.3,0.0,0.0,0.1,1.8,1.3
1996-08-24,29.4,9.5,11.8,30.8,28.0,22.6,18.3,18.7,28.5,24.2,20.5
1996-08-25,43.4,10.6,18.5,1.8,2.0,2.0,1.3,2.2,4.5,1.2,2.0
1996-08-26,30.1,7.67,13.2,3.7,4.0,3.6,3.1,2.2,5.6,2.9,2.5
1996-08-27,30.3,8.26,13.1,28.5,20.0,28.1,14.4,18.1,12.0,18.1,17.0
1996-08-28,66.5,17.7,29.1,22.9,25.0,9.3,22.7,15.8,28.4,26.5,19.0
1996-08-29,49.8,10.8,22.9,0.8,0.0,0.0,0.0,0.0,4.0,0.0,0.0
1996-08-30,38.1,7.71,19.0,1.1,1.0,0.6,0.5,0.9,2.0,9.9,7.1
1996-08-31,35.1,7.05,17.0,2.7,1.0,1.9,5.2,11.2,0.6,6.3,6.9
1996-09-01,34.2,6.95,16.0,1.5,2.0,1.4,3.4,12.0,3.5,8.6,6.8
1996-09-02,34.0,6.89,15.5,1.1,0.5,1.0,0.4,0.8,1.0,2.4,0.7
1996-09-03,32.1,6.41,14.5,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0
1996-09-04,31.7,6.8,14.0,1.4,1.3,1.5,1.5,1.6,0.5,1.9,2.9
1996-09-05,31.3,6.6,14.0,6.5,7.1,5.7,8.9,8.2,14.2,8.5,7.9
1996-09-06,30.2,6.11,13.8,5.1,5.1,4.6,4.5,7.7,4.8,11.2,3.7
1996-09-07,29.0,5.74,13.6,0.6,0.6,0.5,0.5,0.5,1.1,3.9,1.0
1996-09-08,28.0,5.22,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-09-09,27.0,4.88,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-09-10,25.9,4.58,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-09-11,25.0,4.32,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-09-12,24.2,4.14,11.3,5.5,4.6,3.5,2.8,7.5,3.0,3.8,4.4
1996-09-13,24.7,4.18,11.2,9.9,11.9,11.0,10.5,15.5,27.8,8.4,6.2
1996-09-14,25.9,4.01,11.8,1.3,4.7,7.6,6.7,7.2,20.3,7.8,1.0
1996-09-15,24.7,3.98,11.4,2.1,1.3,1.1,1.0,2.3,1.5,2.4,1.0
1996-09-16,24.6,3.94,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-09-17,24.3,3.77,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-09-18,24.1,3.68,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-09-19,23.2,3.55,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-09-20,23.0,3.46,10.4,0.6,0.0,0.0,0.7,1.0,0.2,0.0,0.0
1996-09-21,23.7,3.43,10.5,3.8,7.8,7.6,2.8,3.1,13.3,5.3,7.1
1996-09-22,23.2,3.45,10.5,2.2,2.9,3.3,4.1,3.3,3.7,3.1,1.5
1996-09-23,24.9,3.92,11.1,3.7,5.2,6.6,3.1,3.4,8.5,14.8,6.9
1996-09-24,25.5,4.12,11.2,17.6,3.3,3.5,4.2,3.2,2.3,14.5,6.8
1996-09-25,25.0,4.03,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-09-26,23.9,3.78,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996-09-27,22.8,3.52,10.4,1.1,1.1,1.2,1.8,2.6,5.3,2.7,1.3
1996-09-28,22.2,3.51,10.3,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
